Sample,hsa-mir-15a,hsa-mir-26a-1,hsa-mir-107,hsa-mir-221,Betaine Aldehyde_pos,3-Nitrotyrosine_neg,5-Methylthioadenosine_pos,Acetylcholine_pos,Acetylglycine/Glycocyamine_pos,Acetylneuraminate_neg,Acetylornithine_neg,Adenine_pos,Adenosine_pos,Adipate_neg,Alanine_pos,Aminoadipate_neg,Aminobenzoates/Trigonelline_pos,Aminobenzoic Acid_pos,Aminosugar Phosphates_pos,Aminovaleric Acid_pos,Argininosuccinic Acid_neg,Asparagine_pos,Aspartate_pos,Butylcarnitine_pos,Cadaverine_pos,Caffeine_pos,cAMP_pos,Carnitine_pos,cGMP_pos,Choline_pos,Cis-4-Hydroxy-D-Proline_pos,Citraconic Acid_pos,Citrulline_pos,CMP_pos,Cortisone_pos,Cotinine_pos,Creatine_pos,Creatinine_pos,Cyanocobalamin_pos,Cystine_pos,Cytidine_pos,D-Erythrose 4-Phosphate_neg,Deoxyadenosine_pos,Dihydroxyacetone Phosphate_pos,Dimethylarginine_pos,Dimethylglycine_pos,Dimethylguanosine_pos,Dimethylxanthine_pos,dTMP_pos,dUMP_pos,Epinephrine-H2O_pos,Erythronate_neg,Erythrose-4-Phosphate_neg,Ethylmalonate_neg,FAD_pos,Folate_pos,Gluconate_neg,Glucose-1-Phosphate_neg,Glutamate_pos,Glutamine_pos,Glutarate_neg,Glycerate_neg,Glycerol-3-Phosphate_neg,Glycerophosphocholine_pos,Glycine_neg,Glycolate_neg,Glycolic Acid_neg,Glycyl-Proline_pos,Guanine_pos,Guanosine_pos,Hexanoylcarnitine_pos,Hexose 6-Phosphate_neg,Histidine_pos,Histidinol_pos,Homoarginine_pos,Homocitrulline_pos,Homocysteic Acid_pos,Homocysteine_pos,Homoserine_pos,Hydroxy-Methylbutyrate_neg,Hydroxyanthranilate_pos,Hydroxycinnaminic acid_neg,Hydroxyglutarate_neg,Hydroxyindoleacetate_pos,Hydroxykynurenine_pos,Hydroxytryptophan_pos,Imidazoleacetate_pos,Imidazoleacetic Acid_pos,Indole_pos,Indole-2-Carboxylic Acid_neg,Indoleacrylate_pos,Isopropylmalic Acid_neg,Itaconate_neg,Ketohexanoic Acid_neg,Ketoisovalerate_neg,Ketoisovaleric Acid_pos,Ketoleucine_neg,Kynurenate_pos,Lipoamide_pos,Lipoic Acid_pos,Lysine_pos,Malate_neg,Margaric Acid_neg,Melatonin_pos,Metanephrine_pos,Methionine Sulfoxide_pos,Methionine_pos,Methoxytyramine_pos,Methyl Phenylacetate_neg,Methyl-Oxovalerate_neg,Methylamino-Alanine_pos,Methylene-THF_pos,Methylglutarate_neg,Methylhistamine_pos,Methylsuccinate_neg,Methyltetrahydrofolate_pos,Methylthioadenosine_pos,Mevalonolactone_pos,Myoinositol_neg,n-Glycylproline_pos,NADH_1_pos,NADH_2_pos,NADH_3_pos,Nicotinamide Riboside_pos,Norvaline_pos,Ornithine_pos,Oxoguanine/3-Methoxytyramine_pos,Phosphocholine_pos,phosphoenolpyruvate_1_neg,Phosphoenolpyruvate_neg,Phosphoglycerate_pos,Phosphoglycerates_neg,Phosphoserine_pos,Pipecolate_pos,Proline_pos,Propylene Glycol_pos,Riboflavin_pos,S-Ribosyl-L-Homocysteine_pos,Sarcosine_pos,Serine_pos,Serotonin_pos,Spermidine_pos,Succinylcarnitine/3-Hydroxyisovalerylcarnitine_pos,Symmetric Dimethylarginine_pos,Taurine_neg,Theobromine_pos,Thiamine_pos,Threonine_pos,Thymidylic Acid_pos,Trans-Aconitate_neg,Trimethylamine Oxide_pos,Trimethylamine_pos,Tryptophan_pos,UDP_pos,Urea_pos,Ureidopropionate_pos,Uric Acid_pos,Valerylcarnitine_pos,Valine_pos,Xanthurenic Acid_neg,Xylonate_neg
UO1_Set1_ALL_050_sample 024,8.210778883,3.685831936,11.10747543,308.0021206,2.89179743,0.002884653,6.27329521,4.987346519,0.343856702,0.006543069,0.103910708,2.368876116,0.238806708,0.006203021,0.668107208,0.046308247,0.274894892,2.513030155,0.06202524,19.29338471,0.005797414,1.064347562,1.508645328,7.989022273,0.263612869,1.064608993,0.471444572,141.1644273,0.090261832,15.19803845,4.789875658,0.501428103,12.23118785,8.463837871,12.18465591,0.639142009,81.71782948,8.745157799,3.912930972,0.516421564,26.78631918,0.03087276,0.512066915,2.212688355,2.891437377,199.3420594,3.947977852,0.446683001,0.134850847,0.172508155,4.383550679,0.120278762,0.036729516,0.009046078,0.946196557,14.5464718,0.006114802,0.066529554,118.0561798,41.5371819,0.009303908,0.025328889,0.058746836,49.95130471,0.033129795,0.000797,0.002994001,50.04190796,1.334475074,1.588262721,0.070426249,0.073861953,41.7543287,0.449346692,1.250586706,2.13190746,0.76238494,4.885204317,32.67666877,5.690907069,0.569031289,0.007137469,0.056622684,60.34603879,9.575101382,0.418217957,10.84833606,2.862000437,12.15449221,0.028735727,34.9475496,0.002711848,0.014392404,0.322710504,0.036534014,0.672072007,0.006635215,5.189040325,94.65765377,1.008068674,100.5096786,0.057082195,0.005407316,6.163342976,16.39939872,1.67814657,141.1824635,0.582618204,0.006889184,0.005610905,2.509789806,0.079135523,0.169616713,0.984339611,0.005213853,0.107481956,71.6293782,6.259080826,0.001344718,53.77189173,0.296855147,0.166596121,0.120856032,29.12248509,371.7389815,23.92312616,2.392429905,192.8147958,0.073573554,0.031532357,10.2656695,0.013191391,0.980968799,1.272066961,471.9625623,1.07210855,0.948309382,0.199274358,1.711645647,73.4371783,57.05556701,79.98568495,16.17884374,7.949014663,0.005754041,0.956873486,47.79783124,19.35935688,0.162303568,0.001307115,0.205231359,4.490577215,267.4666858,0.792292253,3.216833655,1.823272882,2.782529339,8.124102508,382.3853395,0.005896092,0.068719698
UO1_Set1_ALL_051_sample 025,8.587078357,5.338098577,12.18533518,217.7518327,3.104366761,0.002102279,12.56789719,4.903227828,0.50711627,0.00877065,0.075453161,2.477739963,0.279644024,0.005506025,0.893561833,0.052870987,0.265789171,2.270772862,0.089849738,19.07590003,0.023477555,0.737780945,1.741953727,8.084005983,0.38277216,1.047287326,0.828944862,99.75901916,0.174044525,15.54987878,4.932188767,0.474421301,11.56703971,6.580976776,10.01019683,0.615910384,57.49691297,1.520210876,7.70056204,0.385807817,11.46576066,0.005160181,0.942016002,1.424730984,7.132726932,219.0245692,17.32913836,0.501790507,0.438740529,0.180744744,5.982228982,0.112382573,0.012275369,0.010918286,0.924209421,27.18603019,0.009702584,0.014853667,86.35993295,32.88698768,0.011379225,0.019326367,0.005207032,62.38646126,0.026520666,0.000253,0.002068546,25.73192637,5.061240841,1.379189423,0.075847604,0.015437276,23.33602997,0.443732928,1.792993502,2.652033478,0.819095076,3.991603943,25.42729341,4.933220333,0.601561353,0.017385428,0.034546828,127.9900004,9.522915787,0.486629923,13.41978433,4.255945046,16.51859816,0.030143359,49.75006971,0.001886996,0.007493809,0.685083909,0.036247118,0.832509026,0.0089741,5.111874597,123.5006502,1.017911615,79.85933932,0.049004395,0.001735218,5.507236972,18.15104863,1.33645854,171.0041748,0.571040772,0.006083244,0.007534949,2.409777571,0.104587611,0.105777601,1.056146294,0.002733753,0.201928153,121.9088636,6.39207266,0.001384648,25.34927812,0.134533367,0.080792165,0.121897462,2.735109757,384.9520103,39.08327694,1.873754183,135.2409696,0.050845979,0.020557735,9.752425306,0.010168155,0.948289744,0.92388566,488.193839,1.119348329,1.798641384,0.168884621,2.165271779,39.85365665,58.21871534,125.3229364,13.54671798,20.47649694,0.00357972,1.002665079,48.77005952,15.01243477,1.11507894,0.000447,0.198946458,4.341550979,302.6814042,0.117008166,9.215907994,1.35373408,8.475899213,3.799475033,395.6253659,0.006868777,0.044471403
UO1_Set1_ALL_052_sample 026,7.853988646,4.045781231,13.74794308,279.5770539,3.117112101,0.003734827,5.810790428,4.762920698,0.365122411,0.008523813,0.112984353,2.369775705,0.334289602,0.005675154,0.866694616,0.055679194,0.254605978,2.762629641,0.093233491,19.52521087,0.007294913,1.197860856,1.741226172,5.090029863,0.327096516,1.00789713,0.651674058,133.6875784,0.10866156,17.61265246,5.376046523,0.413410978,13.63516072,10.79802405,8.783069302,0.613335934,104.8711429,8.51761991,6.029457499,0.448404659,32.01284812,0.027425074,0.53571665,1.761900981,3.940034327,233.8079547,7.9141399,0.453539069,0.165507453,0.20431622,5.226991538,0.130668689,0.031923183,0.013460089,0.881051061,23.6538621,0.007466683,0.047326403,129.5065347,40.83821248,0.012039376,0.028782348,0.021141224,76.33632972,0.032079035,0.000851,0.002839456,52.98596753,1.334475074,1.568361803,0.079558631,0.049881739,53.06700165,0.431444339,1.4874561,1.981029315,0.711295852,4.460295035,32.89226682,4.978603944,0.571502031,0.007137469,0.07323953,95.34687211,9.265824693,0.4483275,9.94696706,2.67335233,16.16770614,0.03311444,48.16497113,0.002455802,0.012419397,0.405393295,0.03956807,0.751406109,0.007043024,5.33443411,119.3851592,0.842307539,95.45332509,0.083538554,0.005391171,5.235191372,14.98165058,1.855640443,157.9962998,0.54752673,0.006939939,0.005971586,2.254139878,0.089381921,0.203639029,1.144034577,0.007204024,0.108169684,65.96801436,5.903026953,0.001518962,54.48978053,0.182143127,0.121001228,0.132370039,25.13317228,368.993064,35.76319062,1.575638423,208.6960271,0.081912016,0.035871438,11.13125772,0.018814228,1.214320476,1.094249501,469.5304876,0.965929167,1.534014066,0.229641208,1.965958254,68.75537358,56.94861181,100.8348616,20.20186236,10.74303692,0.009328846,0.946011845,56.12782433,20.19407527,0.281440776,0.001330513,0.196532324,4.853058417,288.5391641,0.279188922,4.11083794,2.275284703,4.294306584,4.347591377,394.7272819,0.006892082,0.076282873
UO1_Set1_ALL_053_sample 027,8.792186792,4.483340529,12.28541636,351.2779858,2.822008942,0.003741651,7.646328826,5.832478158,0.407662417,0.006001642,0.143467351,2.566776448,0.251998665,0.006212375,0.561922328,0.053156176,0.249844613,2.349962079,0.065131749,19.50857985,0.009682507,1.112535462,1.351338556,8.818653778,0.287428606,1.162002012,0.385785181,135.5480974,0.084889329,15.94393288,5.515558469,0.518581482,12.51323583,9.872708959,9.063977683,0.663978227,68.97110654,9.206922339,4.496798339,0.801820472,29.88686682,0.022785858,0.507178665,1.990993756,2.361201553,216.2397626,4.455098194,0.492395676,0.193559237,0.209397231,4.904771548,0.080767891,0.021322988,0.012915756,1.248005395,21.68278892,0.009981538,0.112185041,87.24230787,47.39295626,0.011661674,0.020925977,0.062181318,44.55406141,0.034720832,0.00082,0.002522663,53.25934789,1.334475074,1.606945083,0.070429567,0.132052699,41.13645504,0.418589908,1.26132495,2.344686051,0.802278418,4.866282267,33.55068658,5.059652912,0.574879918,0.007137469,0.050141454,90.6943376,10.09013629,0.44528105,11.20113062,3.149579506,13.05907058,0.029370305,39.58034577,0.002424231,0.013618939,0.348592686,0.04010348,0.75162599,0.006874411,5.052734687,106.1394552,0.959732824,111.0037087,0.03836961,0.005492842,6.317936659,19.23933697,2.451974951,152.4187668,0.621366781,0.007796874,0.00592853,3.085517556,0.047019013,0.219794085,1.115955034,0.005377376,0.127277318,89.0305427,7.530161002,0.001001122,56.35531452,0.311112413,0.174337764,0.126974601,16.33243802,396.7336682,24.81184792,2.101626162,194.475435,0.032875413,0.014163445,8.224914087,0.009270495,0.810949998,1.209204785,516.0843786,1.214981187,0.96463994,0.180803919,1.299463325,73.5044697,59.34225868,79.85108794,23.30773426,7.091150857,0.002673903,1.033066392,48.74763424,19.82911166,0.214618658,0.001403428,0.237780711,4.651142172,293.7675963,2.598427724,2.928016036,1.58592743,2.042292054,7.778655192,409.7511111,0.005654129,0.025558096
UO1_Set1_ALL_054_sample 028,8.834021001,4.502891769,13.88362229,359.9215181,3.21887637,0.004484732,8.310432926,5.485011477,0.413786597,0.009240301,0.161338751,2.58402059,0.263330394,0.006694738,0.796872906,0.066173955,0.246550858,3.233662443,0.108807246,20.54245264,0.006619422,1.521401373,1.844694375,11.75696918,0.322218617,1.118026349,0.824609017,141.4155684,0.141503861,17.45282094,6.620443024,0.560687931,16.35427671,11.261289,12.76191496,0.616077737,85.98161464,9.173578848,5.252555952,0.501830984,16.54961074,0.044098736,0.647023962,2.485913479,4.201601866,244.177188,5.934751044,0.468920378,0.15175289,0.24052417,5.304010818,0.164603435,0.069042628,0.015817555,1.045327476,22.29427,0.010386673,0.105516915,117.208733,49.42047081,0.017108442,0.030699442,0.069549196,64.94288917,0.039084119,0.001128421,0.003101726,24.2614919,1.334475074,1.557014291,0.103360324,0.10989076,54.22243426,0.477435838,1.545384248,2.136920455,0.797945748,4.774266573,36.80909419,5.766542338,0.597661384,0.020755442,0.059304731,96.85306952,9.928751241,0.492689334,12.10813225,2.991129306,15.1874594,0.037796943,44.22453576,0.003057224,0.018216344,0.361243115,0.046006915,0.870684696,0.007514354,5.584068682,117.6517702,0.941938695,118.5984798,0.088918248,0.006009214,6.933721431,17.37404458,2.088368428,160.5274467,0.624998606,0.008975886,0.006473351,2.55600281,0.104033381,0.238853101,1.129525595,0.009797334,0.115124707,89.64326533,7.694682929,0.001437922,27.40383445,0.246659066,0.149244364,0.133428853,27.68017694,407.3077499,22.11441723,1.49588344,212.8463407,0.15696563,0.070040068,19.87971307,0.037366344,1.702469978,1.30644058,516.3086123,1.272682169,1.454138804,0.225133056,2.043839467,75.07505569,57.21428283,111.1748683,28.44184855,11.65764029,0.005065073,1.086198873,59.52160751,22.92776638,0.186465709,0.001507562,0.206661268,5.294979439,306.7592815,0.9806313,2.731701712,1.869469347,2.066518309,21.11790422,417.1487413,0.006804618,0.103996757
UO1_Set1_ALL_055_sample 029,9.084718707,4.653307948,14.56694326,350.870466,2.910607262,0.003444791,8.957834851,5.567773583,0.453104908,0.007848197,0.131673739,2.65685234,0.380138694,0.005565752,0.86625996,0.049540302,0.255302004,3.215961117,0.112919868,22.99227815,0.006717574,1.215960111,1.89563605,7.641396355,0.391302826,1.252662134,0.748991197,144.3155407,0.141038482,18.4234442,5.943122211,0.566566931,13.04968375,15.15862947,11.9641895,0.657994347,80.77423607,9.388644997,6.379198288,0.243173977,28.14459576,0.030732461,0.585184928,1.977556119,4.043297333,250.4437236,7.821332506,0.56182759,0.269792278,0.233874244,5.551869914,0.117322795,0.037076865,0.012149739,1.245100143,26.16198254,0.006449966,0.056844188,119.6692878,48.70118989,0.011566804,0.028787388,0.017526877,84.57529297,0.034761188,0.000957,0.002630942,35.66644171,1.334475074,1.77422763,0.075392231,0.058105054,49.8913633,0.462443497,1.930649737,2.222536573,0.79766939,4.998742379,36.53531252,4.9418822,0.655810877,0.01835586,0.060586406,117.593822,10.38323044,0.493990666,11.62655309,3.106399666,17.33890423,0.031611043,47.74656991,0.002699339,0.012193415,0.414353491,0.039293213,1.03212735,0.007181855,5.907184728,124.3191483,0.91879831,118.777165,0.069908602,0.005212225,6.229233717,16.85719917,2.00380934,179.538298,0.622709639,0.006788272,0.006153652,2.677370206,0.121911633,0.22457582,1.406404336,0.006945929,0.102131134,99.39756327,6.907032842,0.001304647,36.04800302,0.353967169,0.193185163,0.164607543,28.1827334,429.6182651,35.31898617,1.991099848,232.3930064,0.080674043,0.033422754,12.70057415,0.016652309,1.379045767,1.338264951,536.5922144,1.361377461,1.248761259,0.183333428,1.969168677,71.05889699,63.56195045,96.78915922,24.08431586,11.93863576,0.006834765,1.07874919,60.82562578,21.67845061,0.406898774,0.001390986,0.259205737,5.509477714,320.7033652,0.855338132,3.958323321,1.853871287,3.951760905,9.110557618,448.4381686,0.00640562,0.086807196
UO1_Set1_ALL_056_sample 030,8.503181348,4.807653035,12.93897888,292.5434689,2.706732875,0.00384507,7.124178386,6.031070557,0.397074877,0.006375439,0.127912947,2.406850592,0.298163088,0.00589316,0.783305873,0.054894703,0.239895178,2.669090541,0.100121346,20.28664232,0.00575047,1.239935122,1.933332298,8.847420279,0.316132302,1.113619055,0.546202743,155.0043494,0.109502085,16.86534176,6.577193972,0.485697187,10.84260229,8.078223331,10.80520573,0.615468701,60.4818971,8.730118725,5.696737622,0.500202682,37.08185376,0.029366007,0.607476996,2.497638768,3.251754994,233.1620636,4.734220842,0.493366044,0.148250691,0.17874481,5.138424891,0.155586255,0.039236462,0.012273609,1.10098246,22.43507402,0.008326071,0.099008969,106.1073865,46.33486156,0.011056604,0.028643921,0.080561686,48.18819362,0.033134641,0.000834,0.002824241,32.76222339,5.019007326,1.798021252,0.075738216,0.105195946,36.65716688,0.496070163,1.411549694,2.205202687,0.767471105,4.694890831,35.10488016,4.926818452,0.544567863,0.007137469,0.052574242,85.03369924,10.09986194,0.451182192,11.14227471,3.001743018,14.72227902,0.029762139,42.11974666,0.002243087,0.014490297,0.329943459,0.040506641,0.831877415,0.006512957,5.132555609,107.5942433,1.073838634,119.3519509,0.058150905,0.005068034,6.144326703,17.12834031,1.945261979,162.9261435,0.592390453,0.007286033,0.005706979,3.105491989,0.092051541,0.229437351,1.264445975,0.00673202,0.121078427,77.27865023,7.351866163,0.001209995,33.61085031,0.291860926,0.150776528,0.137206166,22.81507745,404.2660167,40.6352862,2.270306723,213.2855057,0.111139949,0.048530295,14.64700958,0.020703371,1.279787467,1.167156441,513.6929561,1.096763443,1.345339405,0.235419464,1.687951723,72.00818901,63.70707459,86.70534004,27.44252861,9.459512512,0.007706216,1.068312783,46.23830846,20.52553086,0.293697674,0.001324674,0.187628275,4.803702727,291.5782122,0.862980491,4.463939306,1.236809799,2.368471764,16.62331575,414.7980251,0.005430848,0.093375921
UO1_Set1_ALL_057_BLANK,115.0202793,16.32690694,44.09359576,48.50217815,38.18525559,0.000389,0.490075839,75.43795495,3.342832884,1.583288698,0.381938797,25.10000828,0.552146551,3.791783868,0.674641447,5.76271674,3.47346731,9.050097116,0.595463384,4.221572701,1.109745797,0.119983558,6.004828172,0.120816811,2.923569268,15.34165277,2.288247443,49.09028427,0.813980222,8.850591095,0.770312332,6.447776468,118.2078368,1.092296482,80.54910875,4.030269927,0.789093628,172.5812735,0.38923956,0.014819995,1.608332658,5.223081523,0.129253429,21.30325952,1.532961237,28.72475735,0.094921037,5.946910418,0.022517054,1.844513542,21.90305945,0.000244,0.685652312,1.835767266,0.555450424,0.667038363,0.000127,1.284652578,8.841887,6.12989239,2.016287205,0.333502661,0.615855154,1.066621185,1.300977175,0.642264822,2.002777784,3.775825825,78.54588732,1.475953186,0.378253303,1.147270588,36.3659909,9.194035866,0.361007666,34.91182042,9.878109103,69.626154,8.757366559,2384.873942,0.170554112,13.19732335,0.000292,139.9071298,99.76405924,4.151871974,165.2469982,45.93982806,8.260453603,2.568730949,41.64800025,1.17885839,1.784187723,24.27139335,17.66521594,5.291267587,2.398183927,0.796215843,2.070895382,11.32872305,8.087279765,0.000425,2.207840591,77.02573165,163.6492276,1.318901426,25.6665534,7.962740867,0.001388921,2.072994731,24.32261511,0.009013271,0.340314942,7.684474536,0.0004595,1.339708602,5.28026861,38.5618872,0.561110779,4.669332615,0.620715564,0.263711453,0.327864423,1.533219312,63.14049474,7.193232031,16.91749079,6.341291181,5.114502047,2.307196256,71.94641988,1.177347026,6.290713704,7.61510514,197.0904166,0.264447816,0.018797464,0.045440226,1.538547115,6.203550634,9.673913195,59.19833456,8.463534601,6.778032844,0.0003765,12.53230085,1.546562219,5.383734119,0.017429512,0.592065727,3.235926003,19.80138606,0.476684889,2.239893136,25.94682962,2.329282297,0.176654549,5.364260518,65.46298215,0.000443,0.587943643
UO1_Set1_ALL_058_Pooled QC,13.92426467,3.697693792,13.22277475,412.0567381,2.966342992,0.00317501,7.69256201,5.315578704,0.429171872,0.008924602,0.092409477,2.210607233,0.20883998,0.008027755,1.122396905,0.038844112,0.384633931,2.809307905,0.080427707,24.0904504,0.005019216,1.572254399,2.301930104,9.560119005,0.342648829,1.519270117,0.868932605,156.7107707,0.270841293,17.51558181,7.678901742,0.588274541,14.90895151,29.00843194,18.16198687,0.611192226,83.99401663,7.942093412,3.496147016,1.029439003,22.40820847,0.032732406,0.685518137,2.366757565,5.1326913,248.8126801,6.668669058,0.635057126,0.095265635,0.174856828,5.620907465,0.117088581,0.042329601,0.009506962,1.175946762,13.15111076,0.010430351,0.090075687,151.0560513,47.19869319,0.010112701,0.027561664,0.058647755,63.41726411,0.041229899,0.000961,0.003128194,27.06829655,4.564388829,1.142865499,0.08652369,0.085124338,51.55572034,0.707193811,2.196961083,3.171691183,0.935014062,3.978563399,46.9830512,1.391300532,0.662528644,0.028946189,0.050072825,95.74654773,9.248662778,0.479356665,12.21248669,3.46412973,14.51595344,0.02649626,44.17008966,0.000668847,0.020202087,0.272808744,0.078853177,0.941316904,0.009286405,5.080397337,114.1187032,0.981404466,129.2219573,0.065894707,0.001735218,7.841110956,24.68314801,2.179587482,155.918492,0.711941634,0.007125146,0.007826734,3.526904552,0.065759965,0.219031808,1.396231388,0.007783468,0.167833481,97.57844026,6.139738881,0.001772212,23.22465237,0.271577933,0.184115686,0.118420387,20.59998996,465.4020692,35.31856875,1.850345028,205.5326062,0.08220237,0.034337374,12.71951126,0.017472064,1.516070601,1.375163557,627.9379089,1.30244856,0.744272058,0.20009143,2.79316815,112.382233,68.40159631,107.4211686,16.448439,14.44613482,0.009475297,1.267855741,48.32380806,26.53864661,0.080222845,0.001591308,0.273314399,5.099141368,356.087377,0.938432496,5.3372948,2.024753472,3.582732796,9.676723965,491.4483294,0.005532915,0.074752276
UO1_Set1_ALL_059_NIST Plasma,164.294955,136.2860726,155.9842566,2406.563852,28.61700658,0.865403459,1.813396476,71.09340086,26.09380543,1.566558136,3.472978836,19.8433115,0.491346146,3.51785221,18.12657199,8.576486564,0.091491166,57.17640962,0.701770192,197.5144855,1.070956515,12.12582846,9.891372345,97.85731499,3.597326291,1476.068602,2.521943286,3378.087147,1.016436153,60.36667512,88.06634282,4.996500619,535.1415461,0.42539135,216.8599328,0.237542271,449.1092453,886.9978151,0.194244579,0.771475154,2.15007574,4.719705547,2.981080168,17.26272428,52.40645176,828.6108646,52.6988077,1574.171643,4.896604479,13.25294343,36.2790289,5.091134058,0.404455254,2.533367844,0.343049774,0.524555656,0.713693126,10.64811234,67.73565942,250.1369424,2.340373397,1.226289665,0.534407611,195.8619836,2.701123756,0.000253,1.155122667,6.087270954,44.44503785,0.058610088,1.318140104,0.472420439,740.3738036,0.147271261,258.1880127,51.88758524,10.7756297,28.73083116,248.7584198,1.391300532,6.450717167,13.65263686,1.380944835,195.9036304,78.87937598,4.137991098,344.1131423,135.2100366,169.8742375,4.725167837,543.512892,0.947473535,4.17337563,107.1805425,24.85140639,6.830925203,3.692756479,41.54228749,1464.601234,0.265260077,640.0246084,1.08040597,1.783883718,95.75329031,279.1902611,14.93854613,984.1760965,8.89506618,2.658238288,3.144474206,83.0847764,0.009013271,17.07549007,17.63873808,1.720940096,1.665483042,21.92563378,47.39169406,1.228942206,5.909553886,0.64647926,0.360048906,0.574034871,3.42693385,4127.289232,137.7771183,15.05137563,9.858840481,3.019466055,0.919752988,61.17850007,0.000474,0.164357935,38.79830244,6125.939492,8.077077794,0.471051072,1.487481877,43.51389392,20.44514634,12.5810104,102.3055825,19.35819215,165.8867299,10.04030001,452.7929544,0.679864399,129.0669256,12.80084306,0.642820964,260.7803494,24.98087974,4606.705547,1.346390101,599.2334144,11.91006838,867.9771706,48.26289832,3965.752724,4.012075879,2.81374585
UO1_Set1_ALL_060_BLANK,207.2799873,0.597989259,57.30987392,71.16088984,36.3930878,1.469647801,0.543558216,1.272131355,3.662018929,3.43226027,0.800458886,24.50538319,0.526486155,7.670844478,0.614418287,11.14131682,5.488763714,0.279534227,0.746468107,5.198622936,2.113989818,0.119983558,9.498620662,4.241121708,3.369999798,26.46396675,2.831855649,72.14309235,1.221226115,11.71396838,0.770312332,7.626459457,157.326647,1.268506431,2.15092388,0.237542271,27.243399,151.4563374,0.007252996,0.014819995,2.031069714,11.92410997,2.181027351,25.31789067,2.497425874,41.66654419,0.094921037,8.244525658,0.022517054,2.724275461,29.62787655,0.000244,0.000587289,3.80275194,0.00773409,0.487798378,0.000127,0.000851317,13.71847795,224.6942287,4.326165047,1.013172086,0.000520775,2.189378694,0.001044444,1.425349799,3.809063101,4.277182062,60.23623499,1.753583091,0.016842847,0.000691581,58.39536942,13.21248897,0.361007666,45.06760426,13.86651952,42.65741514,13.29796019,1.391300532,6.627404988,30.33394375,0.000292,109.7598419,111.8425765,0.134474103,177.1278862,54.48375749,10.58106966,5.710396667,62.24656107,2.791159425,4.298353106,46.12696854,47.9983956,7.05794746,5.941879044,0.796215843,2.070895382,13.89642925,308.8198561,0.000425,4.357129933,105.4498694,305.0046467,1.283251268,23.08434763,10.96122896,5.011484138,5.240017779,45.94404387,0.009013271,0.716341949,10.07570314,0.865940378,2.179772408,5.389406348,52.30512059,0.812073861,4.659657528,0.02347809,0.007060882,0.015845055,1.726279801,64.03658353,11.18766196,21.17194305,7.121392496,5.051099387,1.994793876,64.68116841,0.000474,6.573502741,8.965663105,331.7433016,9.135327588,0.018797464,0.045440226,1.682817296,8.427625364,8.378721822,88.86346472,0.343729685,8.156189162,0.0003765,14.32193322,1.62876573,8.767740535,0.017429512,1.336369757,5.753498641,20.96149731,0.476684889,0.024622749,33.90034855,3.56585775,0.176654549,0.165164276,65.67335843,0.000443,1.201366394
UO1_Set1_ALL_061_sample 031,8.937556139,5.284309103,18.6920254,198.6991469,2.134195143,0.003834626,10.0340324,3.450563271,1.179890399,0.03836243,0.061808721,1.791466483,0.176123457,0.004668556,1.388576095,0.047998117,0.320777695,0.279534227,0.080589087,17.4405716,0.005552372,1.612257016,2.340978131,25.70900949,0.355474442,1.888927917,4.999315249,134.9710612,2.158640857,23.70987793,7.489913528,0.713633335,14.96611928,193.6334267,8.550361248,0.510385163,105.8340795,4.720857344,5.386519431,1.005923876,5.804908293,0.053794235,0.55039806,2.441278231,11.7639023,297.0392091,19.17739707,1.615839134,0.022517054,0.168188983,5.385904051,0.09784019,0.107872486,0.008755295,4.408293972,10.60317978,0.009188507,0.054770764,137.6428019,42.05402603,0.008379265,0.024602474,0.388962548,152.7713796,0.043634732,0.00063,0.002466985,9.45207125,12.19229523,0.99535646,0.058443218,0.036907753,54.17852732,0.380390981,3.159395135,2.028510427,0.606123106,3.258290229,39.4193158,1.391300532,0.417302618,0.017407806,0.073472674,118.8780613,8.975920063,0.379930365,8.1836056,2.22403456,16.52931747,0.034335348,48.01375215,0.001993567,0.025688704,0.149815059,0.044497319,0.723528809,0.005235036,3.975391978,120.0964579,0.711664167,107.0087737,0.237078125,0.001735218,8.083847007,12.24202146,1.957776629,157.5409322,0.454063922,0.006340225,0.004490083,2.419100872,0.072634916,0.209914278,1.253462722,0.01100514,0.097797046,106.4854755,4.371439588,0.001199324,9.892586083,0.71761668,0.421454595,0.214738871,44.12186674,326.6837486,49.39852145,0.857512944,255.9363134,0.411223502,0.182479267,41.61037491,0.090380511,3.818946574,1.099544334,444.5480981,0.529700514,1.683225572,0.101944231,3.1184412,70.16769356,62.64099463,114.9672499,29.85554839,33.594964,0.008539983,1.301922384,39.44906832,23.60526827,0.017429512,0.001278704,0.236008897,6.834549127,279.3152551,0.488489036,6.182033297,2.501114981,1.004519101,24.46118969,352.9727822,0.006745477,0.056289373
